id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
801176820131952849,Deluxe furnished short term 2B2B,23255336,Karen,,Pacific Heights,37.79440261123537,-122.42985415094117,Entire home/apt,285,30,1,2023-09-24,0.18,2,339,1,
21966303,Charming Edwardian Studio in the Mission,4430421,Landmark,,Mission,37.75223,-122.42439,Entire home/apt,104,30,7,2023-11-18,0.21,149,153,1,
53801623,Lovely Victorian 3-bedroom condo in the Mission,41095287,Kurt,,Mission,37.76196,-122.41779,Entire home/apt,202,1,39,2024-02-25,1.46,1,40,20,City registration pending
40057418,"5ab UCSF/GG. park private rm,w/ shared ba,kitchen",62034618,Ting Ting,,Outer Sunset,37.76486,-122.47757,Private room,55,30,0,,,21,365,0,
782137715145413908,Dogpatch Delight,1498483,Jared & Katherine,,Potrero Hill,37.75925998980176,-122.38950747996569,Entire home/apt,130,30,1,2024-02-04,0.91,1,357,1,
582150562964473517,Donatello Hotel<>,52178915,Jim,,Downtown/Civic Center,37.7873,-122.41141,Entire home/apt,144,2,23,2024-01-11,0.96,49,5,7,Exempt
1065124550399469986,"Blueground | South Beach, pool, near stadium",107434423,Blueground,,South of Market,37.782342,-122.388737,Entire home/apt,237,31,0,,,183,67,0,
39418,"Comfortable Home Base, Bernal Heights, great area!",169184,Therese And Nelson,,Bernal Heights,37.741,-122.42018,Entire home/apt,79,30,27,2023-12-09,0.18,1,161,1,
34601482,"Clean, Vibrant, and Relaxing",261024482,Erlinda,,Outer Mission,37.72373,-122.4403,Private room,950,30,0,,,2,83,0,
630912684169936678,Golden Gate Park Contemporary Playground  Home,59607035,Charles,,Inner Richmond,37.77366,-122.47494,Entire home/apt,733,30,0,,,1,324,0,Exempt
7785897,Sunnyside Bayview Heights Suite,40970701,Karla,,Bayview,37.72013,-122.39822,Entire home/apt,68,1,107,2024-01-14,1.70,1,23,29,STR-0003825
705963699397928779,Newly Remodeled 2B/2B Guest Suite Home ~ 1000sf,27333348,Jeff,,Parkside,37.74628,-122.47864,Entire home/apt,185,2,71,2024-02-25,3.87,1,214,49,2022-005792STR
39243209,"Blueground | Rincon Hill, gym, rooftop, nr tech",107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,206,31,0,,,183,0,0,
1071408471732025489,Landing | Modern Apartment with Amazing Amenities (ID9850X74),263502162,Landing,,South of Market,37.780903009517296,-122.41028768119293,Entire home/apt,166,30,0,,,9,310,0,
608313662139969795,Stylish Studio Suite in San Francisco,20704144,William,,Downtown/Civic Center,37.78937,-122.40726,Entire home/apt,148,1,8,2024-02-01,0.45,20,23,5,Exempt
596925242101070405,Spacious Luxury 2BD Loft in Downtown San Francisco,452514150,Jesse,,Financial District,37.7892,-122.39333,Entire home/apt,250,30,6,2023-12-01,0.31,1,119,3,
7331464,2br-1ba private guest-suite in Noe Valley,32687481,Susan,,Noe Valley,37.74891,-122.43194,Entire home/apt,223,2,311,2024-02-18,3.66,1,118,30,2023-003357STR
667535389112588099,Condo w private patio steps away from Pier 27,4605418,Türker,,North Beach,37.8043609,-122.4040744,Entire home/apt,303,30,0,,,1,90,0,
1086162892758523214,Sea Cliff Gem: Golden Gate View,118805134,Cassie,,Seacliff,37.78504,-122.49242,Private room,107,2,0,,,5,290,0,
1095689045184618369,Gorgeous two-bedroom house,153041033,Marcia,,Ocean View,37.7196944,-122.4637411,Entire home/apt,149,2,0,,,2,149,0,Exempt
5086367,Semi-Circle Modern Room / Private Street Entrance,5026313,Elena,,Western Addition,37.78311,-122.44043,Private room,72,60,13,2023-08-19,0.12,3,92,1,
31331285,Modern apartment in SF beautiful Potrero Hill,2993648,Eduardo,,Potrero Hill,37.75828,-122.39723,Entire home/apt,190,30,19,2024-02-09,0.32,2,231,4,
1064824032202357921,Contemporary 1 BR With Parking,1257432,San Francisco Life,,South of Market,37.7812714,-122.4018175,Entire home/apt,117,30,0,,,32,263,0,
938525854828933880,"Gorgeous Seaside View Home w Deck, Piano",36474444,Monica,,Parkside,37.73993528419781,-122.50285405258344,Entire home/apt,294,2,2,2024-02-19,2,3,23,2,2024-001005STR
670333209643254458,Luxury 1b1b Studio in Union Square with GYM,24465020,Nil,,Downtown/Civic Center,37.78413,-122.41046,Entire home/apt,130,30,6,2023-08-31,0.34,1,266,2,
1038757066276718601,Chic Urban Oasis with Views near Bernal Peak,537271078,Haley,,Bernal Heights,37.74010852301177,-122.40956349788152,Entire home/apt,327,3,2,2024-02-09,0.90,3,64,2,2023-008609STR
776513142401866830,Room at Best Location in City,43225261,Syed Hassan,,Marina,37.79837,-122.44473,Private room,1799,1,15,2024-01-10,0.99,3,90,7,Exempt
21377843,1 BEDROOM NORTH BEACH CONDO,24157036,Angela,,North Beach,37.79977,-122.40504,Entire home/apt,220,30,6,2023-11-24,0.09,4,246,1,
20032338,Amazing city view 2BR/1BA,13926160,Wendy,,Visitacion Valley,37.7211,-122.40166,Entire home/apt,170,2,6,2023-07-24,0.08,1,15,5,2022-010695STR
47708045,"Sunny Top Floor 2BR, Quiet and 1 block from BART",151524034,Marc,,Mission,37.75014,-122.41809,Entire home/apt,125,30,7,2023-05-25,0.25,3,319,2,
9256506,Private Rooms in Modernized 1890s Victorian Home,14003785,Pam,,Pacific Heights,37.78855,-122.44154,Private room,240,4,116,2023-11-17,1.19,3,208,12,STR-0001004
124011,Golden Gate Park/UCSF Family High-Tech Victorian,617985,Patrick,,Inner Sunset,37.76317,-122.47029,Entire home/apt,543,7,29,2024-02-24,0.25,1,277,6,STR-0001525
681252657413248712,King Bed Studio w/ full kitchen in Lower Haight,235023271,Franc,,Western Addition,37.77312,-122.43689,Entire home/apt,270,2,71,2024-02-23,4.11,3,321,47,STR-0005427
1970257,Classic Inner Mission Living in an Historic First-Floor Home,7649665,Eoin & Susie,,Mission,37.75081,-122.40897,Entire home/apt,455,3,109,2023-12-27,1.03,1,8,13,STR-0000087
220418,Haight Ashbury Experience Room 3,1032643,Josh,,Haight Ashbury,37.77031,-122.44948,Private room,70,1,568,2024-02-11,3.74,5,361,31,STR-0001099
20361588,"Rare find, Large 1br w/ Parking, Wifi, W/D & Views",104809788,Elyssa,,West of Twin Peaks,37.72667,-122.46094,Entire home/apt,169,3,184,2024-03-02,2.32,1,33,20,STR-0004796
32338483,Centrally Located-Chic 2 bdrm Victorian w/ Office,202536938,Kaleen,,Western Addition,37.77614,-122.42852,Entire home/apt,130,30,12,2024-02-03,0.20,4,149,6,
23550791,Private Bedroom/bathroom with private entrance!,175969733,Sat,,Crocker Amazon,37.71263,-122.44408,Private room,70,2,189,2024-02-09,2.60,4,74,48,STR-0004368
42914481,Deluxe Queen Room with Shared Bathroom,309729224,Hayes Valley Inn,,Western Addition,37.77806,-122.42364,Private room,89,1,12,2024-02-04,0.35,8,357,3,Exempt
882340355246897333,Cozy Studio in Hayes Valley,501824294,Quissila,,Western Addition,37.77843490523822,-122.42435386568759,Entire home/apt,95,30,3,2023-06-30,0.31,2,56,3,2023-010945STR
6934874,Beautiful SF 2BR w/ Ocean Views,25943995,Dan,,Outer Sunset,37.75518,-122.50224,Entire home/apt,174,30,88,2023-08-11,0.84,3,333,2,
47028102,Konrad on the Park | 2 Bedroom Apartment,380133125,Konrad,,Western Addition,37.78267,-122.42476,Entire home/apt,175,30,4,2023-08-20,0.13,1,276,1,
53608038,"Beautiful, newly remodeled flat with garden",23974491,Brian,,Western Addition,37.77179,-122.43541,Entire home/apt,180,30,2,2022-08-31,0.08,2,219,0,City registration pending
1044596955594904812,Central and stylish with fab drinks at Dirty Habit,543737184,Hotel Zelos San Francisco,,South of Market,37.784947,-122.405767,Private room,159,1,11,2024-02-11,4.85,1,105,11,Exempt
22738026,"Single Bedroom in Russian Hill, San Francisco",158369175,Ejlam,,Russian Hill,37.80126,-122.42316,Private room,120,30,12,2023-08-27,0.17,5,365,2,
948248351912703144,Spacious 2 bed 2 bath,130348668,Eugene,,Outer Sunset,37.7596728,-122.5072597,Entire home/apt,350,1,7,2024-03-03,1.01,1,75,7,2023-007182str
37972611,#L15. Loft (twin) private room in Nob Hill area,267895362,Rocky,,Nob Hill,37.7917,-122.42053,Private room,47,365,0,,,55,365,0,
876691361423744869,Beautiful NOPA 2.5 BDRM Sanctuary,71174513,Michael,,Haight Ashbury,37.775079,-122.4391,Entire home/apt,295,30,0,,,1,365,0,
17405370,Modern 1-BD in Fisherman's Wharf/Russian Hill,20369590,Peter,,Russian Hill,37.80604,-122.42302,Entire home/apt,225,3,244,2024-02-13,2.97,1,39,33,STR-0005806
784994289275792557,3 Rooms|2 Baths|2 Car Parkings|Sunset|Golden Gate,4010772,Narit,,Outer Sunset,37.755673911482205,-122.49188991562661,Entire home/apt,190,1,31,2024-02-19,3.03,4,0,31,2022-004730STR
21186680,Hayes Valley Haven - sunny and quiet with kitties!,152997097,James And Kim,,Western Addition,37.77403,-122.42561,Entire home/apt,450,3,40,2023-11-07,0.54,2,131,7,STR-0003654
33969998,Premium Queen Room A,250109940,Yotel,,South of Market,37.7793,-122.41096,Hotel room,77,1,59,2024-01-01,2.50,9,304,32,License not needed per OSTR
651675023426904614,Spacious 2 bedrooms 2 baths private flat,159753287,Shaun,,Outer Sunset,37.7479,-122.48832,Entire home/apt,369,2,3,2022-08-05,0.15,3,197,0,STR-0005999
51557,Centrally Located Victorian Apartment,237200,Len,,Western Addition,37.7714,-122.42935,Entire home/apt,125,183,109,2022-08-27,0.67,1,358,0,
43200504,Civic Center Vista,303118342,Jesse,,Western Addition,37.77548,-122.43234,Entire home/apt,132,30,0,,,26,333,0,
612969342981975096,Discover the Famous Sunset SF starship house,289769766,Kimmy,,Parkside,37.742958,-122.504486,Entire home/apt,292,2,51,2023-12-28,2.26,1,232,26,2022-005454STR
17011295,Contemporary & Comfy - Moscone Convention Center,103884979,Rams,,South of Market,37.77627944946289,-122.41506958007812,Private room,113,1,134,2023-12-14,1.55,13,292,27,License not needed per OSTR
37972909,#aF15 Private room for 1-2 near SF DownTown,267895362,Rocky,,Nob Hill,37.79357,-122.42193,Private room,50,365,0,,,55,364,0,
39390570,"Palihotel San Francisco, The King",302987199,Palihotel,,Chinatown,37.79054,-122.4083,Private room,135,1,1,2020-03-08,0.02,5,365,0,Exempt
680053132449636554,Stylish and Spacious Victorian Apartment w/Garage,1301428,Tomas,,Western Addition,37.77907,-122.43712,Entire home/apt,648,3,32,2024-02-05,1.74,2,64,20,2022-007274STR
41931392,#aF15 Private room for 1-2 near Union Sq/Downtown,267895362,Rocky,,Nob Hill,37.79136,-122.41985,Private room,50,365,0,,,55,365,0,
52880170,Casa Divisadero! Penthouse + Deck in Best Location,95425780,Jules,,Western Addition,37.77544,-122.4375,Entire home/apt,500,2,29,2023-11-12,1.06,1,53,7,City registration pending
52798355,Downtown Penthouse - Walk to Union Square,39768022,Cf,,Downtown/Civic Center,37.78781978436783,-122.42151407035978,Entire home/apt,299,31,0,,,1,180,0,
6430646,"Room in Elegant, Private, Serene House with Beautiful Furnishings",4098848,David,,Twin Peaks,37.75914,-122.44684,Private room,108,2,394,2024-02-19,3.68,1,111,39,2023-008043STR
38204418,"Blueground | Lower Nob Hill, roofdeck, nr shops",107434423,Blueground,,Downtown/Civic Center,37.78753,-122.421312,Entire home/apt,206,31,1,2023-09-10,0.17,183,326,1,
29316715,Stylish Noe Valley condo with amazing views,2846262,Sergio,,Noe Valley,37.7502,-122.44314,Entire home/apt,430,30,43,2023-09-26,0.76,4,239,11,2022-009457STR
1005999024128055199,A designer's retreat w/yard and cedar tub,71975,Oscar,,Noe Valley,37.74844,-122.43874,Entire home/apt,895,1,3,2024-02-25,1.61,5,266,3,2023-010038STR
1079296774780401374,Working space near Golden Gate,542041520,Allen,,Western Addition,37.78931,-122.42267,Private room,150,2,0,,,342,365,0,Exempt
1080434861637737100,Charcoal and chestnut palette and ADA features,557076722,Harbor Court Hotel,,Financial District,37.792699,-122.39212,Private room,188,1,0,,,9,58,0,Exempt
2130640,Family & Kids Friendly Spacious 3BR/2BA Victorian,10870100,Han Chyi And Choon Hong,,Western Addition,37.7707,-122.43017,Entire home/apt,450,3,36,2023-08-17,0.29,1,53,3,STR-0001211
6335352,Beautiful Victorian Home in Noe Valley,580236,Vladislav,,Noe Valley,37.75165,-122.44043,Entire home/apt,456,1,190,2024-02-28,1.81,1,249,23,STR-0000618
1063879005973391144,An Oasis in the heart of SF,34404918,Mari And Memo,,Pacific Heights,37.7909,-122.42371,Entire home/apt,160,90,0,,,1,269,0,
1082767995503459484,Comfort workable place at SFDT,520931919,Chris,,Western Addition,37.787225514217226,-122.42264800354818,Private room,150,2,0,,,379,365,0,Exempt
29823880,Nob Hill Condo,178425455,Jennifer,,Nob Hill,37.79281,-122.41654,Entire home/apt,88,30,1,2024-01-05,0.48,1,141,1,
20424542,Comfy Studio near MUNI subway STR4734,5009045,Michael,,West of Twin Peaks,37.74365,-122.45889,Entire home/apt,82,1,375,2024-02-20,4.81,1,171,66,STR-0002477
1099922233623254363,Lovely Hotel Room for Two in Downtown SF,520931919,Chris,,Downtown/Civic Center,37.78809,-122.42071,Private room,150,1,0,,,379,365,0,Exempt
706257611533241785,Beautifully Designed Private Room,159355723,Outsite,,Castro/Upper Market,37.76427,-122.43042,Private room,125,30,0,,,10,364,0,
19038261,Monthly Private Room near downtown-Shared Bath,6683937,Amit,,South of Market,37.78209,-122.40905,Private room,40,30,4,2022-03-19,0.05,3,116,0,1081936
22652071,Well Located and Economical 2 Bedroom,1892430,Jan,,Haight Ashbury,37.76909,-122.4436,Entire home/apt,125,30,4,2022-10-07,0.09,21,273,0,
52739616,Amazing lifestyle & living in Cole Valley,426963197,Michael,,Inner Sunset,37.76468,-122.45567,Entire home/apt,101,30,10,2024-01-01,0.37,2,230,4,
50730080,Housing for JP Morgan Health Conference!,409952387,Jamie,,Haight Ashbury,37.77040606973599,-122.4428304580001,Entire home/apt,425,3,6,2023-04-28,0.28,1,365,2,STR-0002407
28028464,Walk to Golden Gate Park from a Radiant Home,2239870,Blair,,Inner Sunset,37.76539,-122.45762,Entire home/apt,529,3,265,2024-03-02,4.03,1,46,44,STR-0006159
51147894,Room in a Victorian,28294814,Felecia,,Western Addition,37.77922695890023,-122.43334336824623,Private room,60,180,0,,,1,365,0,
8208052,Five Star Luxury Condo Civic Center/Hayes Valley,43282341,Linda,,Western Addition,37.78376,-122.4234,Entire home/apt,125,60,13,2022-04-01,0.14,1,95,0,
767506,Spacious Gem to Entertain or Relax,3807182,Jennifer,,West of Twin Peaks,37.74412,-122.45273,Entire home/apt,410,2,153,2024-02-19,1.12,1,297,18,STR-0000472
42857430,Maximum Comfort at the Heart of Castro - Unique!,1972139,Raquel,,Castro/Upper Market,37.76235,-122.43636,Entire home/apt,250,30,1,2022-04-09,0.04,1,45,0,City registration pending
1105562412084724426,Lovely 1BR Hotel Room In Central Downtown,520931919,Chris,,Downtown/Civic Center,37.78791116148586,-122.42083193719756,Private room,314,2,0,,,379,365,0,Exempt
39304442,2 Bed Room Heart Of San Francisco,2991110,Jerry,,Downtown/Civic Center,37.78359,-122.41841,Entire home/apt,80,55,3,2022-02-28,0.06,3,146,0,
1019696363117983083,City by the Bay Eclectic Boutique Hotel Stays,542041520,Allen,,Downtown/Civic Center,37.7884146,-122.4215935,Private room,150,2,0,,,342,280,0,Exempt
1019757218273415439,City by the Bay Fresh Boutique Hotel Stays,542041520,Allen,,Downtown/Civic Center,37.7884146,-122.4215935,Private room,150,2,0,,,342,365,0,Exempt
1008074837972636556,Comfortable stay at Downtown,520931919,Chris,,Western Addition,37.78770235966162,-122.42256186866828,Private room,150,2,1,2023-10-28,0.23,379,365,1,Exempt
1006328833995837725,Charming Downtown Boutique Hotel,520931919,Chris,,Downtown/Civic Center,37.787594347632606,-122.42070440011695,Private room,150,2,0,,,379,365,0,Exempt
32845190,Spacious/Remodeled Downtown 2x1 w/ the Essentials,4430421,Landmark,,Downtown/Civic Center,37.78448,-122.41447,Entire home/apt,132,30,3,2022-03-01,0.05,149,177,0,
1031171224164936858,Nob Hill Bliss Boutique Hotel Stays,520931919,Chris,,Nob Hill,37.789212639634805,-122.42075753078277,Private room,150,2,0,,,379,365,0,Exempt
1008495435438930367,Urban chic room at SF downtown,520931919,Chris,,Nob Hill,37.7888000688852,-122.42040665054064,Private room,150,2,0,,,379,365,0,Exempt
22690820,Remodeled Studio w/ Modern Touches & Views!,4430421,Landmark,,Downtown/Civic Center,37.7844,-122.41459,Entire home/apt,79,30,3,2022-07-31,0.04,149,177,0,
41913203,Bright Downtown Studio w/ a View!,4430421,Landmark,,Downtown/Civic Center,37.78429,-122.41661,Entire home/apt,87,30,2,2022-12-09,0.11,149,177,0,
38579889,Luxury Bay View 2 bedroom suite with hotel service,4214904,Julie & Patrick,,Russian Hill,37.8056755065918,-122.42237854003906,Entire home/apt,799,2,16,2023-09-19,0.31,1,83,2,License not needed per OSTR
41883655,Remodeled Downtown Studio w/ a View,4430421,Landmark,,Downtown/Civic Center,37.78431,-122.4147,Entire home/apt,76,30,0,,,149,177,0,
25264123,Cozy/Convenient Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78555,-122.41201,Entire home/apt,74,30,0,,,149,177,0,
1019675738736401898,SFC Downtown Cheerful Boutique Hotel Stays,542041520,Allen,,Downtown/Civic Center,37.7884146,-122.4215935,Private room,150,2,0,,,342,280,0,Exempt
1098527354323953810,Comfortable 1BR Hotel Room in SF Downtown,520931919,Chris,,Downtown/Civic Center,37.787422246493435,-122.42068942597777,Private room,150,1,0,,,379,365,0,Exempt
1087466271179484494,Luxury Private Room In SanFoDT,520931919,Chris,,Nob Hill,37.78931976201747,-122.42041195504204,Private room,150,2,0,,,379,361,0,Exempt
2366182,"Elegant, View Property-30 Nite Min-$11,500 a Month",40148,Patricia,,Nob Hill,37.79228,-122.41575,Entire home/apt,385,30,19,2018-10-27,0.16,4,365,0,
44799193,Cozy Downtown Studio Across from Hilton SF,4430421,Landmark,,Downtown/Civic Center,37.78551,-122.41199,Entire home/apt,73,30,1,2022-07-31,0.05,149,178,0,
1051750040036237025,Cityscape Living Boutique Hotel Stays,542041520,Allen,,Downtown/Civic Center,37.7884146,-122.4215935,Private room,150,2,0,,,342,365,0,Exempt
1088831704691665265,Cozy And Comfortable Room in SF,520931919,Chris,,Downtown/Civic Center,37.78803971270411,-122.42052860184555,Private room,150,2,0,,,379,365,0,Exempt
940920973367426254,San Francisco Union Square Comfort & Tradition 2,501239744,Beresford Arms,,Downtown/Civic Center,37.78702,-122.41465,Entire home/apt,195,1,14,2024-02-07,2.40,2,151,14,Exempt
1078739815870962822,Unique boutique hotel in SanFoDT,542041520,Allen,,Western Addition,37.787870003855566,-122.42247723546969,Private room,150,2,0,,,342,365,0,Exempt
834335362574497538,United hotel,43533135,Stan,,South of Market,37.779022998114726,-122.40860588218136,Private room,55,3,4,2023-08-14,0.32,5,356,2,Exempt
851077764580157266,Entire Victorian Unit 3B/2B,480638296,Pao,,Castro/Upper Market,37.7608745,-122.4376092,Entire home/apt,399,1,20,2023-10-22,1.97,1,71,20,2023-004107STR
1104261687416460426,Prime Location: 1BR Hotel Room in Downtown Gem,520931919,Chris,,Western Addition,37.78763,-122.42231,Private room,150,2,0,,,379,365,0,Exempt
1016048960489341919,UCSF Woodland's 1 bedroom Suite,303118342,Jesse,,Inner Sunset,37.76234173272096,-122.45339341537213,Entire home/apt,126,30,0,,,26,263,0,
3757966,Cozy Quiet Gorgeous Cole Valley Apt,17088398,Margaret,,Haight Ashbury,37.76394,-122.45119,Entire home/apt,208,30,49,2023-09-05,0.42,1,335,2,
646224749845290990,La Monarca By Kasa | Near Union Square,88566861,Kasa,,Downtown/Civic Center,37.78746,-122.41312,Entire home/apt,111,1,35,2024-03-03,1.66,17,291,27,Exempt
37972578,#F43 Private room. Brand-new furniture.,267895362,Rocky,,Western Addition,37.77093,-122.42553,Private room,50,365,0,,,55,365,0,
827603610728940835,San Francisco Union Square Comfort & Tradition 1,501239744,Beresford Arms,,Downtown/Civic Center,37.78819724487359,-122.414003312447,Entire home/apt,195,1,19,2024-02-11,1.86,2,162,19,Exempt
32613163,Stunning Views from Heart of San Francisco,124937590,Kelv,,Castro/Upper Market,37.7569,-122.43742,Entire home/apt,480,3,85,2024-02-24,1.45,1,11,15,2022-007410STR
4378102,"Beautiful, central,hip area Haight",3895812,Fakhry,,Western Addition,37.77069,-122.4324,Private room,56,30,0,,,7,300,0,
35466895,Family-Friendly Pop-Culture Haven in Heart of San Francisco,1867205,Julia,,Nob Hill,37.79628,-122.41603,Entire home/apt,400,30,58,2023-01-31,1.03,2,51,0,City registration pending
6154096,Luxury & Location: 5 Star San Francisco Experience,31868678,Cynthia,,Russian Hill,37.8047,-122.4234,Entire home/apt,619,1,31,2024-02-06,0.42,1,100,6,1079236
1078912397240038508,Room close to Golden Gate SanFo,542041520,Allen,,Nob Hill,37.78922481043063,-122.42110613783643,Private room,150,2,0,,,342,365,0,Exempt
994635931907848386,Heart Lower Haight big bedroom,3895812,Fakhry,,Western Addition,37.77152443682773,-122.43045751368037,Private room,56,30,0,,,7,269,0,
1020075768648183948,Serene Boutique Private Hotel Room In Downtown,542041520,Allen,,Downtown/Civic Center,37.7884146,-122.4215935,Private room,150,2,1,2024-02-04,0.91,342,365,1,Exempt
1016026862216100175,Amazing Hotel In Central Downtown,542041520,Allen,,Downtown/Civic Center,37.7884146,-122.4215935,Private room,150,2,1,2023-12-03,0.31,342,365,1,Exempt
44600016,Luisa Tetrazzini Room at Chateau Tivoli,67054880,Kelly,,Western Addition,37.78006,-122.43286,Private room,326,1,0,,,9,315,0,Approved by government
1104221727893817229,Prime Location: 1BR Hotel Room in Downtown Gem,520931919,Chris,,Western Addition,37.78884,-122.42247,Private room,150,2,0,,,379,365,0,Exempt
37972466,#F43 Private room in SF DownTown,267895362,Rocky,,Western Addition,37.77094,-122.42508,Private room,50,365,0,,,55,365,0,
837694857018719523,Centrally Located in San Francisco,503403350,Vista Residences,,Downtown/Civic Center,37.78535,-122.4175,Entire home/apt,137,30,1,2024-01-31,0.81,2,266,1,
1101897553414919260,Lovely 1BR Hotel Room In Central Downtown,520931919,Chris,,Western Addition,37.78801410982789,-122.42270552599179,Private room,150,2,0,,,379,365,0,Exempt
15377893,Remodeled 2 Bedroom by Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78433,-122.41583,Entire home/apt,130,30,1,2021-08-22,0.03,149,177,0,
42434867,Duboce Studio,91333416,Jan,,Haight Ashbury,37.76979,-122.43725,Entire home/apt,95,30,0,,,21,122,0,
29879139,Orange Dog Garden 1 Bedroom,173416916,Van,,Inner Sunset,37.76446,-122.45402,Entire home/apt,115,30,0,,,9,245,0,
1089153458601379066,Great work place at SanFoDownTo,520931919,Chris,,Nob Hill,37.78872612446788,-122.42070601955233,Private room,150,2,1,2024-03-04,1,379,265,1,Exempt
